Organism	BioProject	Run	Tissue	Treatment	Isolate	AGE	SRA Study	Sample Name	Bases	Bytes	AvgSpotLen	BioSample	Experiment	ReleaseDate	create_date	Library Name	dev_stage	Cultivar					name
Brassica oleracea	PRJNA398451	SRR6154283	Root	seven days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	seventeen days	SRP119672	2003/2/7	5162973250	1909073412	250	SAMN07515598	SRX3266203	2018-09-30T00:00:00Z	2017-10-10T13:40:00Z	3-2-7-1 rep1	seedings	CR21					Root_7days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154284	Root	seven days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	seventeen days	SRP119672	2003/2/7	5103606500	1880681016	250	SAMN07515598	SRX3266202	2018-09-30T00:00:00Z	2017-10-10T13:46:00Z	3-2-7-2 rep2	seedings	CR21					Root_7days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154285	Root	CK	Brassica oleracea var. capitata	thirteen days	SRP119672	2001/1/3	5280198000	1768359907	250	SAMN07515592	SRX3266201	2018-09-30T00:00:00Z	2017-10-10T13:40:00Z	1-1-3-1 rep1	seedings	CR54					Root_CK-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154286	Root	three days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	thirteen days	SRP119672	2003/2/3	5983960250	2213750959	250	SAMN07515597	SRX3266200	2018-09-30T00:00:00Z	2017-10-10T13:55:00Z	3-2-3-2 rep2	seedings	CR21					Root_3days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154287	Root	twenty days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	thirty days	SRP119672	2001/2/20	5416982250	1983302157	250	SAMN07515595	SRX3266199	2018-09-30T00:00:00Z	2017-10-10T13:41:00Z	1-2-20-1 rep1	seedings	CR54					Root_20days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154288	Root	twenty days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	thirty days	SRP119672	2001/2/20	6445440500	2340774078	250	SAMN07515595	SRX3266198	2018-09-30T00:00:00Z	2017-10-12T10:06:00Z	1-2-20-2 rep2	seedings	CR54					Root_20days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154289	Root	twenty days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	thirty days	SRP119672	2003/2/20	6811671750	2483491897	250	SAMN07515599	SRX3266197	2018-09-30T00:00:00Z	2017-10-10T13:45:00Z	3-2-20-1 rep1	seedings	CR21					Root_20days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154290	Root	twenty days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	thirty days	SRP119672	2003/2/20	6123547750	2206097697	250	SAMN07515599	SRX3266196	2018-09-30T00:00:00Z	2017-10-10T13:42:00Z	3-2-20-2 rep2	seedings	CR21					Root_20days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154291	Root	three days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	thirteen days	SRP119672	2001/2/3	5423539250	1843379034	250	SAMN07515593	SRX3266195	2018-09-30T00:00:00Z	2017-10-10T13:41:00Z	1-2-3-1 rep1	seedings	CR54					Root_3days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154292	Root	seven days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	seventeen days	SRP119672	2001/2/7	6534350500	2387630668	250	SAMN07515594	SRX3266194	2018-09-30T00:00:00Z	2017-10-10T13:45:00Z	1-2-7-1 rep1	seedings	CR54					Root_7days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154293	Root	three days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	thirteen days	SRP119672	2001/2/3	5302926000	1942275514	250	SAMN07515593	SRX3266193	2018-09-30T00:00:00Z	2017-10-10T13:41:00Z	1-2-3-2 rep2	seedings	CR54					Root_3days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA398451	SRR6154294	Root	seven days after infetion of B.Plasmodiophora	Brassica oleracea var. capitata	seventeen days	SRP119672	2001/2/7	5788669500	2124609686	250	SAMN07515594	SRX3266192	2018-09-30T00:00:00Z	2017-10-10T13:42:00Z	1-2-7-2 rep2	seedings	CR54					Root_7days-after-infetion-of-B.Plasmodiophora
Brassica oleracea	PRJNA416819	SRR6260225	Leaf	-	missing	-	SRP124177	2T3D-1	5040355250	1748592247	250	SAMN07965837	SRX3366680	2017-11-06T00:00:00Z	2017-11-06T01:44:00Z	2T3D-1	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260226	Leaf	-	missing	-	SRP124177	2T0-3	5372259250	1892032449	250	SAMN07965836	SRX3366679	2017-11-06T00:00:00Z	2017-11-06T01:50:00Z	2T0-3	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260227	Leaf	-	missing	-	SRP124177	2R3D-3	5709137750	2075365360	250	SAMN07965794	SRX3366678	2017-11-06T00:00:00Z	2017-11-06T01:47:00Z	2R3D-3	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260228	Leaf	-	missing	-	SRP124177	2R3D-2	5257217750	1830692107	250	SAMN07965834	SRX3366677	2017-11-06T00:00:00Z	2017-11-06T01:45:00Z	2R3D-2	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260229	Leaf	-	missing	-	SRP124177	2T0-2	5375821000	1874415108	250	SAMN07965835	SRX3366676	2017-11-06T00:00:00Z	2017-11-06T01:46:00Z	2T0-2	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260230	Leaf	-	missing	-	SRP124177	2T0-1	5268808750	1827842425	250	SAMN07965795	SRX3366675	2017-11-06T00:00:00Z	2017-11-06T01:46:00Z	2T0-1	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260231	Leaf	-	missing	-	SRP124177	2R0-2	5037857250	1742839992	250	SAMN07965791	SRX3366674	2017-11-06T00:00:00Z	2017-11-06T01:45:00Z	2R0-2	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260232	Leaf	-	missing	-	SRP124177	2R0-1	5089686750	1756256714	250	SAMN07965787	SRX3366673	2017-11-06T00:00:00Z	2017-11-06T01:45:00Z	2R0-1	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260233	Leaf	-	missing	-	SRP124177	2R3D-1	5221609750	1808045107	250	SAMN07965793	SRX3366672	2017-11-06T00:00:00Z	2017-11-06T01:46:00Z	2R3D-1	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260234	Leaf	-	missing	-	SRP124177	2R0-3	5690180250	1931295677	250	SAMN07965792	SRX3366671	2017-11-06T00:00:00Z	2017-11-06T01:47:00Z	2R0-3	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260235	Leaf	-	missing	-	SRP124177	2T3D-3	5145474000	1769841908	250	SAMN07965839	SRX3366670	2017-11-06T00:00:00Z	2017-11-06T01:46:00Z	2T3D-3	2 months	missing					Leaf_2months
Brassica oleracea	PRJNA416819	SRR6260236	Leaf	-	missing	-	SRP124177	2T3D-2	5045306750	1757100724	250	SAMN07965838	SRX3366669	2017-11-06T00:00:00Z	2017-11-06T01:46:00Z	2T3D-2	2 months	missing					Leaf_2months
Brassica rapa	PRJNA422522	SRR6378384	Leaf	-	-	-	SRP126824	GSM2890298	3074463366	1425082787	294	SAMN08181253	SRX3473195	2018-04-10T00:00:00Z	2017-12-15T07:37:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378385	Leaf	-	-	-	SRP126824	GSM2890299	3015597705	1451147461	294	SAMN08181252	SRX3473196	2018-04-10T00:00:00Z	2017-12-15T07:38:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378386	Leaf	-	-	-	SRP126824	GSM2890300	2415147570	1111071082	294	SAMN08181251	SRX3473197	2018-04-10T00:00:00Z	2017-12-15T07:35:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378387	Leaf	-	-	-	SRP126824	GSM2890301	2957405399	1420495709	294	SAMN08181250	SRX3473198	2018-04-10T00:00:00Z	2017-12-15T07:38:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378388	Leaf	-	-	-	SRP126824	GSM2890302	3562052779	1645554337	294	SAMN08181249	SRX3473199	2018-04-10T00:00:00Z	2017-12-15T07:39:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378389	Leaf	-	-	-	SRP126824	GSM2890303	3431084136	1631428197	293	SAMN08181248	SRX3473200	2018-04-10T00:00:00Z	2017-12-15T07:39:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378390	Leaf	-	-	-	SRP126824	GSM2890304	4570562062	1972138230	295	SAMN08181247	SRX3473201	2018-04-10T00:00:00Z	2017-12-15T07:54:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378391	Leaf	-	-	-	SRP126824	GSM2890305	5717176376	2359632078	297	SAMN08181246	SRX3473202	2018-04-10T00:00:00Z	2017-12-15T08:03:00Z	-	-	-					Leaf
Brassica rapa	PRJNA422522	SRR6378392	Leaf	-	-	-	SRP126824	GSM2890306	4670645990	2043068843	297	SAMN08181245	SRX3473203	2018-04-10T00:00:00Z	2017-12-15T07:56:00Z	-	-	-					Leaf
Brassica rapa	PRJNA423182	SRR6411412	Leaf	-	1409B-3	-	SRP127386	1409B-3	6001822312	2414058720	296	SAMN08224089	SRX3504432	2018-02-23T00:00:00Z	2017-12-22T09:41:00Z	1409B-3	seedling	-					Leaf
Brassica rapa	PRJNA423182	SRR6411413	Leaf	-	1409B-2	-	SRP127386	1409B-2	6556306568	2596975390	295	SAMN08224088	SRX3504431	2018-02-23T00:00:00Z	2017-12-22T09:44:00Z	1409B-2	seedling	-					Leaf
Brassica rapa	PRJNA423182	SRR6411414	Leaf	-	1409A-2	-	SRP127386	1409A-2	6905344526	2713592325	295	SAMN08224085	SRX3504430	2018-02-23T00:00:00Z	2017-12-22T09:44:00Z	1409A-2	seedling	-					Leaf
Brassica rapa	PRJNA423182	SRR6411415	Leaf	-	1409A-1	-	SRP127386	1409A-1	6453572008	2557800368	296	SAMN08224084	SRX3504429	2018-02-23T00:00:00Z	2017-12-22T09:57:00Z	1409A-1	seedling	-					Leaf
Brassica rapa	PRJNA423182	SRR6411416	Leaf	-	1409B-1	-	SRP127386	1409B-1	7098186048	2813071640	296	SAMN08224087	SRX3504428	2018-02-23T00:00:00Z	2017-12-22T09:44:00Z	1409B-1	seedling	-					Leaf
Brassica rapa	PRJNA423182	SRR6411417	Leaf	-	1409A-3	-	SRP127386	1409A-3	6981699880	2783453643	295	SAMN08224086	SRX3504427	2018-02-23T00:00:00Z	2017-12-22T09:58:00Z	1409A-3	seedling	-					Leaf
Brassica rapa	PRJNA428539	SRR6448535	Seed	B80-4-10	not collected	not collected	SRP128358	B80-4-10	4004213700	1522153823	300	SAMN08294894	SRX3539519	2019-12-31T00:00:00Z	2018-01-07T20:28:00Z	B80-4-10	10 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448536	Seed	B147-3-28	not collected	not collected	SRP128358	B147-3-28	4413719700	1668337046	300	SAMN08294892	SRX3539518	2019-12-31T00:00:00Z	2018-01-07T20:32:00Z	B147-3-28	28 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448537	Seed	B80-0-10	not collected	not collected	SRP128358	B80-0-10	4458923100	1712668752	300	SAMN08294893	SRX3539517	2019-12-31T00:00:00Z	2018-01-07T20:26:00Z	B80-0-10	10 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448538	Seed	B147-2-10	not collected	not collected	SRP128358	B147-2-10	4372075500	1634738200	300	SAMN08294885	SRX3539516	2019-12-31T00:00:00Z	2018-01-07T20:26:00Z	B147-2-10	10 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448539	Seed	B80-0-14	not collected	not collected	SRP128358	B80-0-14	4176122400	1570685191	300	SAMN08294896	SRX3539515	2019-12-31T00:00:00Z	2018-01-07T20:28:00Z	B80-0-14	14 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448540	Seed	B80-4-14	not collected	not collected	SRP128358	B80-4-14	5090903400	1888419690	300	SAMN08294897	SRX3539514	2019-12-31T00:00:00Z	2018-01-07T20:28:00Z	B80-4-14	14 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448541	Seed	B147-0-10	not collected	not collected	SRP128358	B147-0-10	4945823100	1869149233	300	SAMN08294884	SRX3539513	2019-12-31T00:00:00Z	2018-01-07T20:30:00Z	B147-0-10	10 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448542	Seed	B80-5-10	not collected	not collected	SRP128358	B80-5-10	5788818600	2206472919	300	SAMN08294895	SRX3539512	2019-12-31T00:00:00Z	2018-01-07T20:37:00Z	B80-5-10	10 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448543	Seed	B80-4-28	not collected	not collected	SRP128358	B80-4-28	4847294400	1835855968	300	SAMN08294900	SRX3539511	2019-12-31T00:00:00Z	2018-01-07T20:27:00Z	B80-4-28	28 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448544	Seed	B80-5-28	not collected	not collected	SRP128358	B80-5-28	4451534700	1697525606	300	SAMN08294901	SRX3539510	2019-12-31T00:00:00Z	2018-01-07T20:29:00Z	B80-5-28	28 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448545	Seed	B80-5-14	not collected	not collected	SRP128358	B80-5-14	5182032300	1961672705	300	SAMN08294898	SRX3539509	2019-12-31T00:00:00Z	2018-01-07T20:30:00Z	B80-5-14	14 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448546	Seed	B80-0-28	not collected	not collected	SRP128358	B80-0-28	5871156000	2228484721	300	SAMN08294899	SRX3539508	2019-12-31T00:00:00Z	2018-01-07T20:37:00Z	B80-0-28	28 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448547	Seed	B147-2-28	not collected	not collected	SRP128358	B147-2-28	5216627400	1985007531	300	SAMN08294891	SRX3539507	2019-12-31T00:00:00Z	2018-01-07T20:33:00Z	B147-2-28	28 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448548	Seed	B147-3-10	not collected	not collected	SRP128358	B147-3-10	4220977200	1596508636	300	SAMN08294886	SRX3539506	2019-12-31T00:00:00Z	2018-01-07T20:28:00Z	B147-3-10	10 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448549	Seed	B147-2-14	not collected	not collected	SRP128358	B147-2-14	4650979800	1762833879	300	SAMN08294888	SRX3539505	2019-12-31T00:00:00Z	2018-01-07T20:29:00Z	B147-2-14	14 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448550	Seed	B147-0-28	not collected	not collected	SRP128358	B147-0-28	4929331500	1865344604	300	SAMN08294890	SRX3539504	2019-12-31T00:00:00Z	2018-01-07T20:53:00Z	B147-0-28	28 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448551	Seed	B147-0-14	not collected	not collected	SRP128358	B147-0-14	5281572300	2035217893	300	SAMN08294887	SRX3539503	2019-12-31T00:00:00Z	2018-01-07T20:36:00Z	B147-0-14	14 days after flowering	not collected					Seed
Brassica rapa	PRJNA428539	SRR6448552	Seed	B147-3-14	not collected	not collected	SRP128358	B147-3-14	5376876600	2025795054	300	SAMN08294889	SRX3539502	2019-12-31T00:00:00Z	2018-01-07T20:37:00Z	B147-3-14	14 days after flowering	not collected					Seed
Brassica oleracea	PRJNA432478	SRR6664628	Bud	fertility	-	-	SRP132020	F01-20-2	5123709900	2056930222	300	SAMN08449862	SRX3641494	2021-04-24T00:00:00Z	2018-02-01T20:41:00Z	F01-20-2	young buds length< 3.6 mm	cabbage					Bud_Fertility
Brassica oleracea	PRJNA432478	SRR6664629	Bud	fertility	-	-	SRP132020	F01-20-1	4352927100	1721766725	300	SAMN08449861	SRX3641493	2021-04-24T00:00:00Z	2018-02-01T20:38:00Z	F01-20-1	young buds length< 3.5 mm	cabbage					Bud_Fertility
Brassica oleracea	PRJNA432478	SRR6664630	Bud	sterility	-	-	SRP132020	CMS01-20-1	4557322800	1768650958	300	SAMN08449864	SRX3641492	2021-04-24T00:00:00Z	2018-02-01T20:40:00Z	CMS01-20-1	young buds length< 3.8 mm	cabbage					Bud_Sterility
Brassica oleracea	PRJNA432478	SRR6664631	Bud	fertility	-	-	SRP132020	F01-20-3	5581827300	2176533025	300	SAMN08449863	SRX3641491	2021-04-24T00:00:00Z	2018-02-01T20:44:00Z	F01-20-3	young buds length< 3.7 mm	cabbage					Bud_Fertility
Brassica oleracea	PRJNA432478	SRR6664632	Bud	sterility	-	-	SRP132020	CMS01-20-3	4912650600	1925087507	300	SAMN08449866	SRX3641490	2021-04-24T00:00:00Z	2018-02-01T20:41:00Z	CMS01-20-3	young buds length< 3.10 mm	cabbage					Bud_Sterility
Brassica oleracea	PRJNA432478	SRR6664633	Bud	sterility	-	-	SRP132020	CMS01-20-2	6500775300	2567447687	300	SAMN08449865	SRX3641489	2021-04-24T00:00:00Z	2018-02-01T20:45:00Z	CMS01-20-2	young buds length< 3.9 mm	cabbage					Bud_Sterility
Brassica rapa	PRJNA437247	SRR6813771	Leaf	-	-	-	SRP134088	GSM3032467	3074463366	1425082846	294	SAMN08644607	SRX3770778	2019-03-06T00:00:00Z	2018-03-07T09:20:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813772	Leaf	-	-	-	SRP134088	GSM3032468	3015597705	1451147443	294	SAMN08644606	SRX3770779	2019-03-06T00:00:00Z	2018-03-07T09:18:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813773	Leaf	-	-	-	SRP134088	GSM3032469	2415147570	1111071082	294	SAMN08644605	SRX3770780	2019-03-06T00:00:00Z	2018-03-07T09:18:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813777	Leaf	-	-	-	SRP134088	GSM3032473	3927258892	1859206398	293	SAMN08644601	SRX3770784	2019-03-06T00:00:00Z	2018-03-07T09:31:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813778	Leaf	-	-	-	SRP134088	GSM3032474	3091087307	1464600242	294	SAMN08644608	SRX3770785	2019-03-06T00:00:00Z	2018-03-07T09:17:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813779	Leaf	-	-	-	SRP134088	GSM3032475	2369056513	1208123587	296	SAMN08644630	SRX3770786	2019-03-06T00:00:00Z	2018-03-07T09:21:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813780	Leaf	-	-	-	SRP134088	GSM3032476	4364559177	2033490848	296	SAMN08644629	SRX3770787	2019-03-06T00:00:00Z	2018-03-07T09:22:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813781	Leaf	-	-	-	SRP134088	GSM3032477	2841061730	1335371009	295	SAMN08644628	SRX3770788	2019-03-06T00:00:00Z	2018-03-07T09:17:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813782	Leaf	-	-	-	SRP134088	GSM3032478	2831797690	1316950757	295	SAMN08644622	SRX3770789	2019-03-06T00:00:00Z	2018-03-07T09:17:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813783	Leaf	-	-	-	SRP134088	GSM3032479	3190530233	1497555466	295	SAMN08644621	SRX3770790	2019-03-06T00:00:00Z	2018-03-07T09:18:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813784	Leaf	-	-	-	SRP134088	GSM3032480	3705204862	1718957336	294	SAMN08644627	SRX3770791	2019-03-06T00:00:00Z	2018-03-07T09:31:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813785	Leaf	-	-	-	SRP134088	GSM3032481	3169697734	1466411967	293	SAMN08644626	SRX3770792	2019-03-06T00:00:00Z	2018-03-07T09:20:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813786	Leaf	-	-	-	SRP134088	GSM3032482	2596183406	1244854430	294	SAMN08644625	SRX3770793	2019-03-06T00:00:00Z	2018-03-07T09:22:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813787	Leaf	-	-	-	SRP134088	GSM3032483	2502570511	1161695513	293	SAMN08644624	SRX3770794	2019-03-06T00:00:00Z	2018-03-07T09:19:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813788	Leaf	-	-	-	SRP134088	GSM3032484	4763550712	2176620025	293	SAMN08644623	SRX3770795	2019-03-06T00:00:00Z	2018-03-07T09:25:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813789	Leaf	-	-	-	SRP134088	GSM3032485	3327564000	1558006444	293	SAMN08644620	SRX3770796	2019-03-06T00:00:00Z	2018-03-07T09:23:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813790	Leaf	-	-	-	SRP134088	GSM3032486	2629039543	1199605320	293	SAMN08644619	SRX3770797	2019-03-06T00:00:00Z	2018-03-07T09:17:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813791	Leaf	-	-	-	SRP134088	GSM3032487	2563163303	1197029648	293	SAMN08644618	SRX3770798	2019-03-06T00:00:00Z	2018-03-07T09:16:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813792	Leaf	-	-	-	SRP134088	GSM3032488	3843252123	1755527852	294	SAMN08644617	SRX3770799	2019-03-06T00:00:00Z	2018-03-07T09:33:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813793	Leaf	-	-	-	SRP134088	GSM3032489	3521161972	1619371743	293	SAMN08644616	SRX3770800	2019-03-06T00:00:00Z	2018-03-07T09:19:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813794	Leaf	-	-	-	SRP134088	GSM3032490	3557129204	1642018743	294	SAMN08644615	SRX3770801	2019-03-06T00:00:00Z	2018-03-07T09:30:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813795	Leaf	-	-	-	SRP134088	GSM3032491	2448340662	1161377596	296	SAMN08644614	SRX3770802	2019-03-06T00:00:00Z	2018-03-07T09:16:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813796	Leaf	-	-	-	SRP134088	GSM3032492	2393265975	1196230540	295	SAMN08644613	SRX3770803	2019-03-06T00:00:00Z	2018-03-07T09:24:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813797	Leaf	-	-	-	SRP134088	GSM3032493	3107963787	1442305916	295	SAMN08644612	SRX3770804	2019-03-06T00:00:00Z	2018-03-07T09:17:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813798	Leaf	-	-	-	SRP134088	GSM3032494	2496148413	1171540130	295	SAMN08644611	SRX3770805	2019-03-06T00:00:00Z	2018-03-07T09:24:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813799	Leaf	-	-	-	SRP134088	GSM3032495	3444363121	1609777342	295	SAMN08644610	SRX3770806	2019-03-06T00:00:00Z	2018-03-07T09:18:00Z	-	-	-					Leaf
Brassica rapa	PRJNA437247	SRR6813800	Leaf	-	-	-	SRP134088	GSM3032496	2634701448	1220123149	295	SAMN08644609	SRX3770807	2019-03-06T00:00:00Z	2018-03-07T09:19:00Z	-	-	-					Leaf
Brassica oleracea	PRJNA447962	SRR6914838	Leaf	-	-	-	SRP136705	GSM3071321	8185748363	3117421704	297	SAMN08813508	SRX3862564	2021-03-28T00:00:00Z	2018-03-29T11:01:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914839	Leaf	-	-	-	SRP136705	GSM3071322	6629545195	2516018538	297	SAMN08813543	SRX3862565	2021-03-28T00:00:00Z	2018-03-29T10:56:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914840	Leaf	-	-	-	SRP136705	GSM3071323	6934995896	2640370009	296	SAMN08813552	SRX3862566	2021-03-28T00:00:00Z	2018-03-29T10:57:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914841	Leaf	-	-	-	SRP136705	GSM3071324	6299705323	2385665818	300	SAMN08813542	SRX3862567	2021-03-28T00:00:00Z	2018-03-29T10:57:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914842	Leaf	-	-	-	SRP136705	GSM3071325	7648354487	2916725564	296	SAMN08813541	SRX3862568	2021-03-28T00:00:00Z	2018-03-29T11:06:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914843	Leaf	-	-	-	SRP136705	GSM3071326	7706936622	2926131012	298	SAMN08813507	SRX3862569	2021-03-28T00:00:00Z	2018-03-29T11:01:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914844	Leaf	-	-	-	SRP136705	GSM3071327	8455750194	3252327397	298	SAMN08813506	SRX3862570	2021-03-28T00:00:00Z	2018-03-29T11:00:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914845	Leaf	-	-	-	SRP136705	GSM3071328	7215004188	2763783825	298	SAMN08813551	SRX3862571	2021-03-28T00:00:00Z	2018-03-29T10:57:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914846	Leaf	-	-	-	SRP136705	GSM3071329	5558028186	2123010314	297	SAMN08813546	SRX3862572	2021-03-28T00:00:00Z	2018-03-29T10:56:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914847	Leaf	-	-	-	SRP136705	GSM3071330	7028448707	2687858006	297	SAMN08813545	SRX3862573	2021-03-28T00:00:00Z	2018-03-29T10:58:00Z	-	-	JC007-2B					Leaf
Brassica oleracea	PRJNA447962	SRR6914848	Leaf	-	-	-	SRP136705	GSM3071331	7433224582	2831024821	297	SAMN08813544	SRX3862574	2021-03-28T00:00:00Z	2018-03-29T11:00:00Z	-	-	JC007-2B					Leaf
Brassica rapa	PRJNA448347	SRR6936342	Leaf	-	Huazhong Agricultural University	Five-month-old	SRP136898	Brassica hexaploid	6673155300	2535738014	300	SAMN08828825	SRX3881109	2019-08-01T00:00:00Z	2018-04-04T07:54:00Z	AABBCC3	vegetative growth	the ninth generation synthesized					Leaf_5months
Brassica rapa	PRJNA448347	SRR6936343	Leaf	-	Huazhong Agricultural University	Five-month-old	SRP136898	Brassica hexaploid	6632335200	2517947182	300	SAMN08828825	SRX3881108	2019-08-01T00:00:00Z	2018-04-04T07:55:00Z	AABBCC2	vegetative growth	the ninth generation synthesized					Leaf_5months
Brassica rapa	PRJNA448347	SRR6936344	Leaf	-	Huazhong Agricultural University	Five-month-old	SRP136898	Brassica hexaploid	6715001700	2572233016	300	SAMN08828825	SRX3881107	2019-08-01T00:00:00Z	2018-04-04T07:55:00Z	AABBCC1	vegetative growth	the ninth generation synthesized					Leaf_5months
Brassica rapa	PRJNA448347	SRR6936345	Leaf	-	Huazhong Agricultural University	Five-month-old	SRP136898	B. carinata	6694212000	2572216925	300	SAMN08828824	SRX3881106	2019-08-01T00:00:00Z	2018-04-04T07:55:00Z	BBCC3	vegetative growth	CGN03955					Leaf_5months
