GeneID	Chr	Start	End	Stand	Description	Preferred_name	GOs	KEGG_ko	PFAMs
BnaA01T0004800ZS	scaffoldA01	389363	390506	+	ribonucleoside-diphosphate reductase activity	RNR1	GO:0000166,GO:0003674,GO:0003824,GO:0004550,GO:0004748,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0005971,GO:0006139,GO:0006165,GO:0006213,GO:0006220,GO:0006221,GO:0006235,GO:0006240,GO:0006259,GO:0006260,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009185,GO:0009186,GO:0009189,GO:0009193,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009218,GO:0009219,GO:0009221,GO:0009259,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0010035,GO:0010038,GO:0016301,GO:0016310,GO:0016491,GO:0016725,GO:0016728,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046062,GO:0046075,GO:0046131,GO:0046385,GO:0046483,GO:0046686,GO:0046704,GO:0046939,GO:0050896,GO:0051063,GO:0055086,GO:0055114,GO:0061731,GO:0071704,GO:0072527,GO:0072528,GO:0090304,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1902494,GO:1990204	ko:K10807	ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN
BnaA01T0004900ZS	scaffoldA01	396634	397909	+	Triose-phosphate Transporter family	-	GO:0000139,GO:0003674,GO:0005215,GO:0005338,GO:0005459,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0012505,GO:0015165,GO:0015291,GO:0015297,GO:0015711,GO:0015780,GO:0015931,GO:0015932,GO:0016020,GO:0022804,GO:0022857,GO:0031090,GO:0031984,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0072334,GO:0090480,GO:0090481,GO:0098588,GO:0098656,GO:0098791,GO:1901264,GO:1901505	ko:K15285	TPT
BnaA01T0005000ZS	scaffoldA01	404389	408308	+	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	BRI1	GO:0000003,GO:0000226,GO:0001578,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005496,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007010,GO:0007017,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008152,GO:0008289,GO:0009314,GO:0009411,GO:0009416,GO:0009555,GO:0009593,GO:0009628,GO:0009642,GO:0009646,GO:0009647,GO:0009653,GO:0009719,GO:0009720,GO:0009725,GO:0009726,GO:0009729,GO:0009741,GO:0009742,GO:0009755,GO:0009791,GO:0009908,GO:0009909,GO:0009911,GO:0009987,GO:0010008,GO:0010033,GO:0010208,GO:0010224,GO:0010268,GO:0010584,GO:0010927,GO:0010941,GO:0012505,GO:0014070,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022414,GO:0022607,GO:0023052,GO:0030154,GO:0030198,GO:0031090,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032870,GO:0032989,GO:0033993,GO:0036211,GO:0042221,GO:0042592,GO:0042802,GO:0042803,GO:0043062,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043401,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0046982,GO:0046983,GO:0048229,GO:0048366,GO:0048367,GO:0048437,GO:0048438,GO:0048443,GO:0048444,GO:0048448,GO:0048449,GO:0048455,GO:0048466,GO:0048518,GO:0048519,GO:0048523,GO:0048545,GO:0048580,GO:0048582,GO:0048608,GO:0048646,GO:0048653,GO:0048654,GO:0048655,GO:0048656,GO:0048657,GO:0048658,GO:0048731,GO:0048827,GO:0048831,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0051606,GO:0051716,GO:0055088,GO:0060548,GO:0061458,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071367,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071704,GO:0071840,GO:0071944,GO:0085029,GO:0090567,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0097708,GO:0098588,GO:0098805,GO:0099402,GO:0140096,GO:1900140,GO:1901564,GO:1901700,GO:1901701,GO:1905392,GO:1905393,GO:2000026,GO:2000241,GO:2000243	ko:K13415	LRRNT_2,LRR_1,LRR_4,LRR_6,LRR_8,Pkinase
BnaA01T0005100ZS	scaffoldA01	414862	419055	-	transcription factor	WRKY13	GO:0000976,GO:0000977,GO:0000978,GO:0000987,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043455,GO:0043565,GO:0044212,GO:0045595,GO:0045597,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1900376,GO:1901141,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1904368,GO:1904369,GO:1990837,GO:2000112,GO:2000762,GO:2001141	-	WRKY
BnaA01T0005200ZS	scaffoldA01	425824	440999	+	phagosome-lysosome fusion involved in apoptotic cell clearance	-	-	ko:K19026	Spatacsin_C
BnaA01T0005300ZS	scaffoldA01	444286	447021	-	C-terminal region of MMR_HSR1 domain	-	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005844,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0007275,GO:0008134,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016462,GO:0016604,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0018130,GO:0019001,GO:0019003,GO:0019438,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0048856,GO:0070013,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1990904	ko:K06944	MMR_HSR1,MMR_HSR1_Xtn,TGS
BnaA01T0005400ZS	scaffoldA01	448276	450005	+	shikimate kinase	-	-	ko:K00891	SKI
BnaA01T0005500ZS	scaffoldA01	450193	451252	-	protein ubiquitination	-	-	-	F-box
BnaA01T0005600ZS	scaffoldA01	451985	453136	-	F-box Kelch-repeat protein	-	-	-	F-box,Kelch_1
BnaA01T0005700ZS	scaffoldA01	454029	455271	-	protein ubiquitination	-	-	-	F-box,Kelch_1
BnaA01T0005800ZS	scaffoldA01	455868	457264	-	F-box Kelch-repeat protein	-	-	-	F-box,Kelch_1
BnaA01T0005900ZS	scaffoldA01	460876	462123	-	F-box Kelch-repeat protein	-	-	-	F-box,Kelch_1
BnaA01T0006000ZS	scaffoldA01	463754	468410	+	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005798,GO:0005829,GO:0005886,GO:0006810,GO:0006886,GO:0006888,GO:0006890,GO:0006891,GO:0008104,GO:0008150,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016192,GO:0030117,GO:0030120,GO:0030126,GO:0030135,GO:0030137,GO:0030659,GO:0030660,GO:0030662,GO:0030663,GO:0031090,GO:0031410,GO:0031982,GO:0032991,GO:0033036,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0048193,GO:0048475,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0071944,GO:0097708,GO:0098588,GO:0098796,GO:0098805	ko:K05236	COPI_C,Coatomer_WDAD,WD40
BnaA01T0006100ZS	scaffoldA01	469093	469740	+	-	-	-	-	-
BnaA01T0006200ZS	scaffoldA01	470260	472812	+	Pentacotripeptide-repeat region of PRORP	-	GO:0000003,GO:0000373,GO:0000375,GO:0000377,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008380,GO:0009451,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010154,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0022414,GO:0031425,GO:0032501,GO:0032502,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0061458,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	PPR,PPR_2,PPR_3
BnaA01T0006300ZS	scaffoldA01	474081	476783	+	Gamma-glutamyltranspeptidase	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0008242,GO:0009636,GO:0009987,GO:0016787,GO:0019538,GO:0036374,GO:0042221,GO:0043170,GO:0044238,GO:0050896,GO:0051716,GO:0070011,GO:0070887,GO:0071704,GO:0097237,GO:0098754,GO:0140096,GO:1901564,GO:1990748	ko:K00681,ko:K18592	G_glu_transpept
BnaA01T0006400ZS	scaffoldA01	477347	478033	-	-	-	-	-	-
BnaA01T0006500ZS	scaffoldA01	478590	481597	+	Gamma-glutamyltranspeptidase	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0008242,GO:0009636,GO:0009987,GO:0016787,GO:0019538,GO:0036374,GO:0042221,GO:0043170,GO:0044238,GO:0050896,GO:0051716,GO:0070011,GO:0070887,GO:0071704,GO:0097237,GO:0098754,GO:0140096,GO:1901564,GO:1990748	ko:K00681,ko:K18592	G_glu_transpept
BnaA01T0006600ZS	scaffoldA01	484306	486689	+	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005773,GO:0005774,GO:0008144,GO:0008150,GO:0008270,GO:0010035,GO:0010038,GO:0016020,GO:0019842,GO:0030170,GO:0031090,GO:0036094,GO:0042221,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046686,GO:0046872,GO:0046914,GO:0048037,GO:0050662,GO:0050896,GO:0070279,GO:0097159,GO:0098588,GO:0098805,GO:1901363	ko:K00827	Aminotran_3
BnaA01T0006700ZS	scaffoldA01	490049	490264	+	-	-	-	-	-
BnaA01T0006800ZS	scaffoldA01	490812	492841	-	RNSP1-SAP18 binding (RSB) motif	-	GO:0002262,GO:0002376,GO:0002520,GO:0002682,GO:0002684,GO:0002761,GO:0002763,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006323,GO:0006915,GO:0006921,GO:0006996,GO:0007275,GO:0008150,GO:0008219,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0010941,GO:0010942,GO:0012501,GO:0016020,GO:0016043,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0022411,GO:0030097,GO:0030099,GO:0030154,GO:0030218,GO:0030261,GO:0030262,GO:0030263,GO:0031323,GO:0031324,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0033119,GO:0034101,GO:0042592,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045595,GO:0045597,GO:0045637,GO:0045639,GO:0045655,GO:0045657,GO:0045934,GO:0048024,GO:0048025,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048731,GO:0048856,GO:0048869,GO:0048872,GO:0050684,GO:0050686,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051171,GO:0051172,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0061574,GO:0065007,GO:0065008,GO:0070013,GO:0071103,GO:0071840,GO:0071944,GO:0080090,GO:0097194,GO:1902105,GO:1902107,GO:1903311,GO:1903312,GO:1903706,GO:1903708,GO:2000026	ko:K12875,ko:K15559	RSB_motif,SAP
BnaA01T0006900ZS	scaffoldA01	493408	495134	+	Belongs to the MICOS complex subunit Mic60 family	-	-	ko:K17785	Mitofilin
BnaA01T0007000ZS	scaffoldA01	498101	498852	+	Heavy metal-associated isoprenylated plant protein 26-like	-	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006811,GO:0006812,GO:0006873,GO:0006875,GO:0008150,GO:0009987,GO:0019725,GO:0030001,GO:0030003,GO:0042592,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0098771	-	HMA
BnaA01T0007100ZS	scaffoldA01	499881	501150	-	Peptidyl-prolyl cis-trans isomerase	-	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006457,GO:0006464,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0031976,GO:0031984,GO:0034357,GO:0036211,GO:0042651,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035,GO:0061077,GO:0071704,GO:0097159,GO:0140096,GO:1901363,GO:1901564	ko:K01802	FKBP_C
BnaA01T0007200ZS	scaffoldA01	503224	504096	-	VQ motif	-	-	-	VQ
BnaA01T0007300ZS	scaffoldA01	513898	515245	-	Protein SCO1 homolog 2	-	GO:0008150,GO:0042592,GO:0048878,GO:0050801,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0065007,GO:0065008,GO:0098771	ko:K07152	SCO1-SenC
BnaA01T0007400ZS	scaffoldA01	515539	516603	+	F-box Kelch-repeat protein	-	-	-	F-box,Kelch_1
BnaA01T0007500ZS	scaffoldA01	522450	524849	-	Removes the phosphate from trehalose 6-phosphate to produce free trehalose	-	GO:0003674,GO:0003824,GO:0004805,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0022603,GO:0030312,GO:0034637,GO:0042578,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0048831,GO:0050789,GO:0050793,GO:0051239,GO:0060688,GO:0065007,GO:0071704,GO:0071944,GO:1900618,GO:1901576,GO:1905428,GO:2000026,GO:2000032	ko:K01087	Trehalose_PPase
BnaA01T0007600ZS	scaffoldA01	539625	540754	-	transcription factor	-	GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	ko:K09286	AP2
BnaA01T0007700ZS	scaffoldA01	543953	546522	-	Protein of unknown function (DUF630)	-	-	-	DUF630,DUF632
BnaA01T0007800ZS	scaffoldA01	549546	550246	+	zinc-finger of the FCS-type, C2-C2	-	-	-	zf-FLZ
BnaA01T0007900ZS	scaffoldA01	551725	554566	-	synthase	MIPS	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004512,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005975,GO:0006020,GO:0006021,GO:0006066,GO:0006575,GO:0006629,GO:0006644,GO:0006650,GO:0006658,GO:0006659,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010154,GO:0010264,GO:0016051,GO:0016853,GO:0016872,GO:0017144,GO:0019637,GO:0019751,GO:0022414,GO:0032501,GO:0032502,GO:0032958,GO:0033517,GO:0034637,GO:0042398,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043647,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0045017,GO:0046165,GO:0046173,GO:0046474,GO:0046486,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0061458,GO:0071704,GO:0090407,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	ko:K01858	Inos-1-P_synth,NAD_binding_5
BnaA01T0008000ZS	scaffoldA01	558898	561290	-	Trafficking protein particle complex subunit	-	GO:0000775,GO:0000776,GO:0003674,GO:0003824,GO:0004175,GO:0005085,GO:0005088,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006810,GO:0006888,GO:0006996,GO:0007030,GO:0007049,GO:0007059,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0010256,GO:0016043,GO:0016192,GO:0016787,GO:0017016,GO:0017112,GO:0017137,GO:0019538,GO:0019899,GO:0022402,GO:0022607,GO:0030008,GO:0031267,GO:0032879,GO:0032880,GO:0032991,GO:0033043,GO:0033044,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043254,GO:0043933,GO:0044085,GO:0044087,GO:0044238,GO:0044422,GO:0044424,GO:0044427,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0048193,GO:0048518,GO:0050000,GO:0050789,GO:0050794,GO:0051020,GO:0051128,GO:0051179,GO:0051234,GO:0051259,GO:0051303,GO:0051310,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0060341,GO:0065003,GO:0065007,GO:0065009,GO:0070011,GO:0071704,GO:0071840,GO:0090230,GO:0090234,GO:0098687,GO:0098772,GO:0098813,GO:0099023,GO:0140096,GO:1901564,GO:1902115,GO:1903827,GO:1903829,GO:1905340,GO:1905342	ko:K20309	TPR_16,TPR_19
BnaA01T0008100ZS	scaffoldA01	562745	564127	+	-	-	-	-	-
BnaA01T0008200ZS	scaffoldA01	565317	566909	+	BEST Arabidopsis thaliana protein match is	-	-	-	DUF4057
BnaA01T0008300ZS	scaffoldA01	567737	569269	+	Oxidation resistance protein	-	-	-	TLD
BnaA01T0008400ZS	scaffoldA01	569932	570471	+	Ribosomal protein L23	-	-	ko:K02892	Ribosomal_L23
BnaA01T0008500ZS	scaffoldA01	574224	577026	-	Belongs to the peptidase C19 family	-	-	ko:K11842	UCH
BnaA01T0008600ZS	scaffoldA01	578174	579730	+	Catalyzes the synthesis of activated sulfate	AKN2	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	ko:K00860	APS_kinase
BnaA01T0008700ZS	scaffoldA01	584778	586876	+	Belongs to the cytochrome P450 family	-	GO:0001101,GO:0002229,GO:0002239,GO:0002376,GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0006082,GO:0006520,GO:0006568,GO:0006569,GO:0006576,GO:0006586,GO:0006725,GO:0006790,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009063,GO:0009072,GO:0009074,GO:0009308,GO:0009310,GO:0009403,GO:0009404,GO:0009414,GO:0009415,GO:0009605,GO:0009607,GO:0009617,GO:0009625,GO:0009628,GO:0009682,GO:0009683,GO:0009684,GO:0009700,GO:0009850,GO:0009851,GO:0009987,GO:0010035,GO:0010120,GO:0010817,GO:0016020,GO:0016043,GO:0016053,GO:0016054,GO:0016143,GO:0016144,GO:0016491,GO:0016705,GO:0016709,GO:0018130,GO:0019438,GO:0019439,GO:0019748,GO:0019752,GO:0019757,GO:0019758,GO:0019760,GO:0019761,GO:0032787,GO:0033036,GO:0033037,GO:0033554,GO:0034641,GO:0034754,GO:0042221,GO:0042402,GO:0042430,GO:0042435,GO:0042436,GO:0042445,GO:0042446,GO:0042545,GO:0042742,GO:0043207,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044283,GO:0044550,GO:0045087,GO:0045229,GO:0046217,GO:0046218,GO:0046394,GO:0046395,GO:0046483,GO:0046700,GO:0050896,GO:0051179,GO:0051641,GO:0051704,GO:0051707,GO:0051716,GO:0052314,GO:0052315,GO:0052317,GO:0052386,GO:0052482,GO:0052542,GO:0052543,GO:0052544,GO:0052545,GO:0055114,GO:0065007,GO:0065008,GO:0070727,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0072330,GO:0098542,GO:1901135,GO:1901137,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901657,GO:1901659,GO:1901700	ko:K11812,ko:K11813,ko:K12153,ko:K12154	p450
BnaA01T0008800ZS	scaffoldA01	587271	589680	+	Pentatricopeptide repeat-containing protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0031425,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1900865,GO:1901360,GO:1901363	-	PPR,PPR_2
BnaA01T0008900ZS	scaffoldA01	591712	594089	+	dnaJ homolog 1	-	-	ko:K03686	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
BnaA01T0009000ZS	scaffoldA01	601293	603498	+	Phospho-2-dehydro-3-deoxyheptonate aldolase	DHS1	GO:0003674,GO:0003824,GO:0003849,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009507,GO:0009536,GO:0009611,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019438,GO:0019752,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0050896,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	ko:K01626	DAHP_synth_2
BnaA01T0009100ZS	scaffoldA01	604949	605824	+	Rab subfamily of small GTPases	-	GO:0000139,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005794,GO:0005802,GO:0005886,GO:0006810,GO:0008150,GO:0009987,GO:0010008,GO:0012505,GO:0016020,GO:0016192,GO:0016197,GO:0019899,GO:0019900,GO:0031090,GO:0031410,GO:0031901,GO:0031982,GO:0031984,GO:0032456,GO:0032588,GO:0035618,GO:0035619,GO:0042546,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044422,GO:0044424,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071554,GO:0071840,GO:0071944,GO:0097708,GO:0098588,GO:0098791,GO:0098805,GO:0120025,GO:0120038	ko:K07904	Ras
